event_id,user_id,event_ts,event_type,attribution_campaign
183,54,2025-07-18 15:32:05,trial_end,
184,54,2025-07-18 15:32:05,conversion,
185,55,2024-09-08 22:50:39,signup,
186,55,2024-09-08 22:50:39,trial_start,
187,55,2024-09-15 22:50:39,trial_end,
188,55,2024-09-15 22:50:39,conversion,
189,55,2024-11-15 22:50:39,cancel,
190,56,2024-12-16 00:31:20,signup,
191,56,2024-12-16 00:31:20,trial_start,
192,56,2024-12-23 00:31:20,trial_end,
193,57,2024-10-15 00:46:00,signup,
194,57,2024-10-15 00:46:00,trial_start,
195,57,2024-10-22 00:46:00,trial_end,
196,58,2025-04-06 13:53:46,signup,
197,58,2025-04-06 13:53:46,trial_start,
198,58,2025-04-13 13:53:46,trial_end,
199,58,2025-04-13 13:53:46,conversion,
200,59,2024-10-28 15:38:11,signup,
201,59,2024-10-28 15:38:11,conversion,
202,60,2024-11-14 03:18:23,signup,
203,60,2024-11-14 03:18:23,trial_start,
204,60,2024-11-21 03:18:23,trial_end,
205,60,2024-11-21 03:18:23,conversion,
206,60,2025-06-21 03:18:23,cancel,
207,61,2025-06-28 19:21:21,signup,
208,61,2025-06-28 19:21:21,trial_start,
209,61,2025-07-05 19:21:21,trial_end,
210,62,2024-09-30 16:47:04,signup,
211,62,2024-09-30 16:47:04,trial_start,
212,62,2024-10-07 16:47:04,trial_end,
213,63,2025-05-13 23:49:13,signup,
214,63,2025-05-13 23:49:13,trial_start,
215,63,2025-05-20 23:49:13,trial_end,
216,64,2024-11-27 05:28:31,signup,
217,64,2024-11-27 05:28:31,trial_start,
218,64,2024-12-04 05:28:31,trial_end,
219,65,2025-06-20 21:44:20,signup,
220,65,2025-06-20 21:44:20,trial_start,
221,65,2025-06-27 21:44:20,trial_end,
222,65,2025-06-27 21:44:20,conversion,
223,66,2025-04-12 00:14:11,signup,
224,66,2025-04-12 00:14:11,trial_start,
225,66,2025-04-19 00:14:11,trial_end,
226,67,2025-07-30 02:20:22,signup,
227,67,2025-07-30 02:20:22,trial_start,
228,67,2025-08-06 02:20:22,trial_end,
229,68,2024-10-20 11:15:09,signup,
230,68,2024-10-20 11:15:09,trial_start,
231,68,2024-10-27 11:15:09,trial_end,
232,68,2024-10-27 11:15:09,conversion,
233,69,2024-12-22 13:51:01,signup,
234,69,2024-12-22 13:51:01,trial_start,
235,69,2024-12-29 13:51:01,trial_end,
236,70,2024-11-20 15:32:51,signup,
237,70,2024-11-20 15:32:51,trial_start,
238,70,2024-11-27 15:32:51,trial_end,
239,70,2024-11-27 15:32:51,conversion,
240,71,2025-06-01 10:45:07,signup,
241,71,2025-06-01 10:45:07,trial_start,
242,71,2025-06-08 10:45:07,trial_end,
243,72,2024-11-25 17:15:48,signup,
244,72,2024-11-25 17:15:48,conversion,
245,72,2024-12-25 17:15:48,cancel,
246,73,2024-09-04 20:40:31,signup,
247,73,2024-09-04 20:40:31,conversion,
248,73,2024-12-04 20:40:31,cancel,
249,74,2024-10-20 20:39:34,signup,
250,74,2024-10-20 20:39:34,trial_start,
251,74,2024-10-27 20:39:34,trial_end,
252,74,2024-10-27 20:39:34,conversion,
253,74,2025-08-27 20:39:34,cancel,
254,75,2025-03-19 01:18:05,signup,
255,75,2025-03-19 01:18:05,trial_start,
256,75,2025-03-26 01:18:05,trial_end,
257,76,2025-08-06 05:08:54,signup,
258,76,2025-08-06 05:08:54,trial_start,
259,76,2025-08-13 05:08:54,trial_end,
260,77,2025-03-16 11:57:45,signup,
261,77,2025-03-16 11:57:45,conversion,
262,77,2025-07-16 11:57:45,cancel,
263,78,2024-11-15 04:36:35,signup,
264,78,2024-11-15 04:36:35,trial_start,
265,78,2024-11-22 04:36:35,trial_end,
266,78,2024-11-22 04:36:35,conversion,
267,78,2025-04-22 04:36:35,cancel,
268,79,2025-08-21 09:31:40,signup,
269,79,2025-08-21 09:31:40,trial_start,
270,79,2025-08-28 09:31:40,trial_end,
271,80,2025-08-02 17:45:32,signup,
272,80,2025-08-02 17:45:32,trial_start,
273,80,2025-08-09 17:45:32,trial_end,
274,81,2024-12-14 05:39:38,signup,
275,81,2024-12-14 05:39:38,trial_start,
276,81,2024-12-21 05:39:38,trial_end,
277,81,2024-12-21 05:39:38,conversion,
278,82,2025-02-01 05:15:08,signup,
279,82,2025-02-01 05:15:08,trial_start,
280,82,2025-02-08 05:15:08,trial_end,
281,83,2025-01-09 16:06:57,signup,
282,83,2025-01-09 16:06:57,conversion,
283,83,2025-04-09 16:06:57,cancel,
284,84,2025-04-11 21:16:47,signup,
285,84,2025-04-11 21:16:47,trial_start,
286,84,2025-04-18 21:16:47,trial_end,
287,84,2025-04-18 21:16:47,conversion,
288,85,2025-05-03 18:25:45,signup,
289,85,2025-05-03 18:25:45,conversion,
290,86,2024-09-25 07:10:23,signup,
291,86,2024-09-25 07:10:23,trial_start,
292,86,2024-10-02 07:10:23,trial_end,
293,86,2024-10-02 07:10:23,conversion,
294,86,2025-02-02 07:10:23,cancel,
295,87,2024-10-29 17:33:35,signup,
296,87,2024-10-29 17:33:35,conversion,
297,87,2025-06-29 17:33:35,cancel,
298,88,2025-02-01 01:18:14,signup,
299,88,2025-02-01 01:18:14,conversion,
300,88,2025-06-01 01:18:14,cancel,
301,89,2024-12-05 00:50:12,signup,
302,89,2024-12-05 00:50:12,conversion,
303,89,2025-01-05 00:50:12,cancel,
304,90,2025-02-04 00:09:08,signup,
305,90,2025-02-04 00:09:08,conversion,
306,91,2025-02-21 23:15:14,signup,
307,91,2025-02-21 23:15:14,trial_start,
308,91,2025-02-28 23:15:14,trial_end,
309,91,2025-02-28 23:15:14,conversion,
310,91,2025-04-28 23:15:14,cancel,
311,92,2024-09-05 18:17:32,signup,
312,92,2024-09-05 18:17:32,trial_start,
313,92,2024-09-12 18:17:32,trial_end,
314,92,2024-09-12 18:17:32,conversion,
315,93,2025-07-25 18:33:56,signup,
316,93,2025-07-25 18:33:56,trial_start,
317,93,2025-08-01 18:33:56,trial_end,
318,93,2025-08-01 18:33:56,conversion,
319,94,2025-08-01 21:42:26,signup,
320,94,2025-08-01 21:42:26,trial_start,
321,94,2025-08-08 21:42:26,trial_end,
322,94,2025-08-08 21:42:26,conversion,
323,95,2024-11-11 09:15:02,signup,
324,95,2024-11-11 09:15:02,trial_start,
325,95,2024-11-18 09:15:02,trial_end,
326,95,2024-11-18 09:15:02,conversion,
327,96,2025-05-28 04:11:58,signup,
328,96,2025-05-28 04:11:58,trial_start,
329,96,2025-06-04 04:11:58,trial_end,
330,96,2025-06-04 04:11:58,conversion,
331,97,2025-02-04 04:38:10,signup,
332,97,2025-02-04 04:38:10,trial_start,
333,97,2025-02-11 04:38:10,trial_end,
334,97,2025-02-11 04:38:10,conversion,
335,97,2025-06-11 04:38:10,cancel,
336,98,2025-01-11 04:41:18,signup,
337,98,2025-01-11 04:41:18,trial_start,
338,98,2025-01-18 04:41:18,trial_end,
339,99,2024-12-13 07:07:22,signup,
340,99,2024-12-13 07:07:22,trial_start,
341,99,2024-12-20 07:07:22,trial_end,
342,100,2025-03-15 08:16:30,signup,
343,100,2025-03-15 08:16:30,trial_start,
344,100,2025-03-22 08:16:30,trial_end,
345,100,2025-03-22 08:16:30,conversion,
346,101,2025-05-31 05:05:01,signup,
347,101,2025-05-31 05:05:01,conversion,
348,101,2025-07-31 05:05:01,cancel,
349,102,2025-05-23 11:47:57,signup,
350,102,2025-05-23 11:47:57,trial_start,
351,102,2025-05-30 11:47:57,trial_end,
352,102,2025-05-30 11:47:57,conversion,
353,103,2025-02-19 09:49:19,signup,
354,103,2025-02-19 09:49:19,trial_start,
355,103,2025-02-26 09:49:19,trial_end,
356,103,2025-02-26 09:49:19,conversion,
357,103,2025-05-26 09:49:19,cancel,
358,104,2024-11-12 21:10:56,signup,
359,104,2024-11-12 21:10:56,trial_start,
360,104,2024-11-19 21:10:56,trial_end,
361,104,2024-11-19 21:10:56,conversion,
362,105,2025-01-26 09:44:07,signup,
363,105,2025-01-26 09:44:07,trial_start,
364,105,2025-02-02 09:44:07,trial_end,
365,106,2025-02-19 01:54:45,signup,
366,106,2025-02-19 01:54:45,trial_start,
367,106,2025-02-26 01:54:45,trial_end,
368,107,2024-11-25 11:08:32,signup,
369,107,2024-11-25 11:08:32,conversion,
370,107,2025-04-25 11:08:32,cancel,
371,108,2025-02-09 07:01:49,signup,
372,108,2025-02-09 07:01:49,conversion,
373,108,2025-03-09 07:01:49,cancel,
374,109,2025-05-07 22:39:15,signup,
375,109,2025-05-07 22:39:15,trial_start,
376,109,2025-05-14 22:39:15,trial_end,
377,109,2025-05-14 22:39:15,conversion,
378,109,2025-08-14 22:39:15,cancel,
379,110,2025-08-14 16:33:24,signup,
380,110,2025-08-14 16:33:24,conversion,
381,111,2024-09-04 06:37:14,signup,
382,111,2024-09-04 06:37:14,trial_start,
383,111,2024-09-11 06:37:14,trial_end,
384,112,2024-12-15 06:57:13,signup,
385,112,2024-12-15 06:57:13,trial_start,
386,112,2024-12-22 06:57:13,trial_end,
387,112,2024-12-22 06:57:13,conversion,
388,113,2025-08-26 10:24:23,signup,
389,113,2025-08-26 10:24:23,trial_start,
390,113,2025-09-02 10:24:23,trial_end,
391,114,2024-11-02 05:56:06,signup,
392,114,2024-11-02 05:56:06,trial_start,
393,114,2024-11-09 05:56:06,trial_end,
394,115,2025-08-22 07:31:58,signup,
395,115,2025-08-22 07:31:58,conversion,
396,116,2025-04-13 12:39:24,signup,
397,116,2025-04-13 12:39:24,trial_start,
398,116,2025-04-20 12:39:24,trial_end,
399,117,2025-08-31 12:12:20,signup,
400,117,2025-08-31 12:12:20,trial_start,
401,117,2025-09-07 12:12:20,trial_end,
402,117,2025-09-07 12:12:20,conversion,
403,118,2025-05-30 10:38:03,signup,
404,118,2025-05-30 10:38:03,trial_start,
405,118,2025-06-06 10:38:03,trial_end,
406,119,2025-03-21 23:11:31,signup,
407,119,2025-03-21 23:11:31,trial_start,
408,119,2025-03-28 23:11:31,trial_end,
409,120,2025-01-23 23:24:33,signup,
410,120,2025-01-23 23:24:33,trial_start,
411,120,2025-01-30 23:24:33,trial_end,
412,120,2025-01-30 23:24:33,conversion,
413,120,2025-06-30 23:24:33,cancel,
414,121,2024-09-12 16:32:29,signup,
415,121,2024-09-12 16:32:29,trial_start,
416,121,2024-09-19 16:32:29,trial_end,
417,122,2025-02-11 20:29:04,signup,
418,122,2025-02-11 20:29:04,conversion,
419,122,2025-05-11 20:29:04,cancel,
420,123,2025-08-12 23:38:03,signup,
421,123,2025-08-12 23:38:03,conversion,
422,124,2025-06-01 03:42:14,signup,
423,124,2025-06-01 03:42:14,trial_start,
424,124,2025-06-08 03:42:14,trial_end,
425,125,2025-07-01 19:22:03,signup,
426,125,2025-07-01 19:22:03,trial_start,
427,125,2025-07-08 19:22:03,trial_end,
428,126,2024-09-04 16:56:41,signup,
429,126,2024-09-04 16:56:41,conversion,
430,126,2025-02-04 16:56:41,cancel,
431,127,2024-11-17 23:15:53,signup,
432,127,2024-11-17 23:15:53,conversion,
433,128,2025-02-06 17:31:19,signup,
434,128,2025-02-06 17:31:19,trial_start,
435,128,2025-02-13 17:31:19,trial_end,
436,129,2025-06-04 05:28:08,signup,
437,129,2025-06-04 05:28:08,trial_start,
438,129,2025-06-11 05:28:08,trial_end,
439,129,2025-06-11 05:28:08,conversion,
440,129,2025-08-11 05:28:08,cancel,
441,130,2025-08-12 05:10:27,signup,
442,130,2025-08-12 05:10:27,conversion,
443,131,2025-03-03 06:34:48,signup,
444,131,2025-03-03 06:34:48,conversion,
445,132,2025-04-28 13:22:00,signup,
446,132,2025-04-28 13:22:00,trial_start,
447,132,2025-05-05 13:22:00,trial_end,
448,132,2025-05-05 13:22:00,conversion,
449,132,2025-07-05 13:22:00,cancel,
450,133,2024-10-10 11:09:31,signup,
451,133,2024-10-10 11:09:31,trial_start,
452,133,2024-10-17 11:09:31,trial_end,
453,133,2024-10-17 11:09:31,conversion,
454,134,2024-09-30 04:07:40,signup,
455,134,2024-09-30 04:07:40,trial_start,
456,134,2024-10-07 04:07:40,trial_end,
457,134,2024-10-07 04:07:40,conversion,
458,134,2025-04-07 04:07:40,cancel,
459,135,2024-12-30 13:25:47,signup,
460,135,2024-12-30 13:25:47,trial_start,
461,135,2025-01-06 13:25:47,trial_end,
462,136,2024-10-12 07:44:28,signup,
463,136,2024-10-12 07:44:28,conversion,
464,136,2024-11-12 07:44:28,cancel,
465,137,2025-05-27 03:09:58,signup,
466,137,2025-05-27 03:09:58,trial_start,
467,137,2025-06-03 03:09:58,trial_end,
468,137,2025-06-03 03:09:58,conversion,
469,137,2025-08-03 03:09:58,cancel,
470,138,2025-01-02 12:03:22,signup,
471,138,2025-01-02 12:03:22,trial_start,
472,138,2025-01-09 12:03:22,trial_end,
473,139,2024-10-25 04:35:37,signup,
474,139,2024-10-25 04:35:37,trial_start,
475,139,2024-11-01 04:35:37,trial_end,
476,139,2024-11-01 04:35:37,conversion,
477,139,2025-01-01 04:35:37,cancel,
478,140,2025-04-03 02:51:28,signup,
479,140,2025-04-03 02:51:28,trial_start,
480,140,2025-04-10 02:51:28,trial_end,
481,141,2025-02-14 20:38:56,signup,
482,141,2025-02-14 20:38:56,conversion,
483,142,2025-01-03 23:57:04,signup,
484,142,2025-01-03 23:57:04,trial_start,
485,142,2025-01-10 23:57:04,trial_end,
486,142,2025-01-10 23:57:04,conversion,
487,143,2025-05-29 03:16:17,signup,
488,143,2025-05-29 03:16:17,trial_start,
489,143,2025-06-05 03:16:17,trial_end,
490,144,2024-10-01 10:17:53,signup,
491,144,2024-10-01 10:17:53,trial_start,
492,144,2024-10-08 10:17:53,trial_end,
493,145,2025-08-20 12:55:28,signup,
494,145,2025-08-20 12:55:28,trial_start,
495,145,2025-08-27 12:55:28,trial_end,
496,145,2025-08-27 12:55:28,conversion,
497,146,2025-02-04 23:39:00,signup,
498,146,2025-02-04 23:39:00,trial_start,
499,146,2025-02-11 23:39:00,trial_end,
500,147,2025-08-06 07:24:24,signup,
501,147,2025-08-06 07:24:24,trial_start,
502,147,2025-08-13 07:24:24,trial_end,
503,147,2025-08-13 07:24:24,conversion,
504,148,2024-10-16 07:46:23,signup,
505,148,2024-10-16 07:46:23,trial_start,
506,148,2024-10-23 07:46:23,trial_end,
507,148,2024-10-23 07:46:23,conversion,
508,148,2024-12-23 07:46:23,cancel,
509,149,2024-11-21 10:27:21,signup,
510,149,2024-11-21 10:27:21,trial_start,
511,149,2024-11-28 10:27:21,trial_end,
512,149,2024-11-28 10:27:21,conversion,
513,150,2024-12-31 12:05:58,signup,
514,150,2024-12-31 12:05:58,conversion,
515,151,2025-07-18 18:31:36,signup,
516,151,2025-07-18 18:31:36,trial_start,
517,151,2025-07-25 18:31:36,trial_end,
518,151,2025-07-25 18:31:36,conversion,
519,152,2025-04-09 20:55:56,signup,
520,152,2025-04-09 20:55:56,trial_start,
521,152,2025-04-16 20:55:56,trial_end,
522,152,2025-04-16 20:55:56,conversion,
523,153,2025-04-14 10:25:11,signup,
524,153,2025-04-14 10:25:11,trial_start,
525,153,2025-04-21 10:25:11,trial_end,
526,153,2025-04-21 10:25:11,conversion,
527,153,2025-06-21 10:25:11,cancel,
528,154,2025-07-14 16:55:58,signup,
529,154,2025-07-14 16:55:58,conversion,
530,155,2025-08-20 16:53:18,signup,
531,155,2025-08-20 16:53:18,trial_start,
532,155,2025-08-27 16:53:18,trial_end,
533,155,2025-08-27 16:53:18,conversion,
534,156,2024-11-01 23:45:04,signup,
535,156,2024-11-01 23:45:04,trial_start,
536,156,2024-11-08 23:45:04,trial_end,
537,157,2024-10-10 04:14:08,signup,
538,157,2024-10-10 04:14:08,conversion,
539,158,2025-07-30 08:14:14,signup,
540,158,2025-07-30 08:14:14,trial_start,
541,158,2025-08-06 08:14:14,trial_end,
542,158,2025-08-06 08:14:14,conversion,
543,159,2025-01-11 14:39:02,signup,
544,159,2025-01-11 14:39:02,trial_start,
545,159,2025-01-18 14:39:02,trial_end,
546,159,2025-01-18 14:39:02,conversion,
547,160,2025-05-03 06:26:14,signup,
548,160,2025-05-03 06:26:14,trial_start,
549,160,2025-05-10 06:26:14,trial_end,
550,160,2025-05-10 06:26:14,conversion,
551,161,2025-07-01 00:14:29,signup,
552,161,2025-07-01 00:14:29,conversion,
553,162,2025-02-22 00:31:07,signup,
554,162,2025-02-22 00:31:07,conversion,
555,163,2024-10-19 21:35:54,signup,
556,163,2024-10-19 21:35:54,trial_start,
557,163,2024-10-26 21:35:54,trial_end,
558,163,2024-10-26 21:35:54,conversion,
559,164,2025-01-22 12:58:21,signup,
560,164,2025-01-22 12:58:21,trial_start,
561,164,2025-01-29 12:58:21,trial_end,
562,165,2025-04-24 12:40:47,signup,
563,165,2025-04-24 12:40:47,trial_start,
564,165,2025-05-01 12:40:47,trial_end,
565,165,2025-05-01 12:40:47,conversion,
566,166,2025-02-05 12:46:18,signup,
567,166,2025-02-05 12:46:18,trial_start,
568,166,2025-02-12 12:46:18,trial_end,
569,167,2025-06-11 00:32:47,signup,
570,167,2025-06-11 00:32:47,conversion,
571,168,2025-01-10 06:18:03,signup,
572,168,2025-01-10 06:18:03,trial_start,
573,168,2025-01-17 06:18:03,trial_end,
574,169,2025-01-23 21:41:10,signup,
575,169,2025-01-23 21:41:10,trial_start,
576,169,2025-01-30 21:41:10,trial_end,
577,169,2025-01-30 21:41:10,conversion,
578,170,2024-11-20 21:18:45,signup,
579,170,2024-11-20 21:18:45,trial_start,
580,170,2024-11-27 21:18:45,trial_end,
581,171,2025-07-25 23:36:16,signup,
582,171,2025-07-25 23:36:16,trial_start,
583,171,2025-08-01 23:36:16,trial_end,
584,171,2025-08-01 23:36:16,conversion,
585,172,2025-07-29 01:12:26,signup,
586,172,2025-07-29 01:12:26,trial_start,
587,172,2025-08-05 01:12:26,trial_end,
588,173,2024-09-19 09:19:40,signup,
589,173,2024-09-19 09:19:40,trial_start,
590,173,2024-09-26 09:19:40,trial_end,
591,174,2025-01-05 10:42:10,signup,
592,174,2025-01-05 10:42:10,conversion,
593,175,2025-05-17 18:20:14,signup,
594,175,2025-05-17 18:20:14,trial_start,
595,175,2025-05-24 18:20:14,trial_end,
596,175,2025-05-24 18:20:14,conversion,
597,175,2025-06-24 18:20:14,cancel,
598,176,2025-07-20 14:44:01,signup,
599,176,2025-07-20 14:44:01,trial_start,
600,176,2025-07-27 14:44:01,trial_end,
601,177,2025-03-14 03:27:20,signup,
602,177,2025-03-14 03:27:20,trial_start,
603,177,2025-03-21 03:27:20,trial_end,
604,177,2025-03-21 03:27:20,conversion,
605,178,2025-04-05 04:46:41,signup,
606,178,2025-04-05 04:46:41,trial_start,
607,178,2025-04-12 04:46:41,trial_end,
608,179,2025-02-22 17:53:42,signup,
609,179,2025-02-22 17:53:42,trial_start,
610,179,2025-03-01 17:53:42,trial_end,
611,180,2025-02-28 12:59:54,signup,
612,180,2025-02-28 12:59:54,conversion,
613,181,2024-09-20 06:18:49,signup,
614,181,2024-09-20 06:18:49,trial_start,
615,181,2024-09-27 06:18:49,trial_end,
616,182,2025-06-21 11:53:15,signup,
617,182,2025-06-21 11:53:15,trial_start,
618,182,2025-06-28 11:53:15,trial_end,
619,183,2025-04-02 16:15:43,signup,
620,183,2025-04-02 16:15:43,trial_start,
621,183,2025-04-09 16:15:43,trial_end,
622,183,2025-04-09 16:15:43,conversion,
623,184,2025-06-11 02:04:50,signup,
624,184,2025-06-11 02:04:50,conversion,
625,185,2024-11-07 18:38:46,signup,
626,185,2024-11-07 18:38:46,trial_start,
627,185,2024-11-14 18:38:46,trial_end,
628,185,2024-11-14 18:38:46,conversion,
629,186,2025-06-25 10:25:39,signup,
