session_id,user_id,content_id,start_ts,watch_sec,device,autoplay,is_live_view,country
82,8,61,2025-05-22 22:19:35,482,Mobile,1,0,FR
83,8,80,2025-07-07 00:56:46,1958,TV,0,0,FR
84,8,120,2025-08-07 20:13:53,1808,Web,0,0,FR
85,9,48,2025-05-30 21:32:42,758,TV,0,0,CH
86,9,85,2025-05-31 12:22:02,781,Tablet,0,0,CH
87,9,17,2025-06-19 13:12:20,1695,Web,0,0,CH
88,9,32,2025-07-20 01:01:44,179,TV,0,0,CH
89,10,15,2025-03-23 03:23:03,523,Web,0,0,FR
90,10,36,2025-03-22 09:33:01,1688,TV,1,0,FR
91,10,44,2025-04-30 15:06:32,843,Mobile,1,0,FR
92,10,65,2025-05-11 19:42:56,828,TV,0,0,FR
93,10,4,2025-08-03 07:43:16,1474,TV,0,1,FR
94,11,14,2024-11-29 09:11:20,1107,TV,0,0,FR
95,11,6,2024-12-21 10:12:51,2909,TV,0,0,FR
96,11,2,2025-02-07 14:24:04,897,TV,0,0,FR
97,11,7,2025-02-22 03:21:35,372,Web,0,0,FR
98,11,1,2025-03-27 06:20:58,1313,Mobile,0,0,FR
99,11,110,2025-03-19 22:58:06,435,TV,1,0,FR
100,11,101,2025-04-24 12:03:14,1177,TV,0,0,FR
101,11,61,2025-06-03 15:16:49,518,TV,0,0,FR
102,11,55,2025-06-23 21:26:48,1948,TV,1,0,FR
103,11,31,2025-07-19 04:29:02,1262,Web,0,0,FR
104,11,24,2025-07-30 22:15:51,1068,Mobile,1,0,FR
105,11,61,2025-08-27 03:59:02,397,Mobile,1,0,FR
106,11,24,2025-08-29 12:33:11,1022,Mobile,0,0,FR
107,11,32,2025-08-04 07:16:27,510,Mobile,1,0,FR
108,12,105,2025-02-25 00:45:49,734,Mobile,0,0,FR
109,12,16,2025-02-27 13:29:00,982,Web,0,0,FR
110,12,89,2025-02-26 09:25:36,1296,Mobile,0,0,FR
111,12,10,2025-02-28 07:01:00,1020,Web,0,0,FR
112,12,80,2025-03-28 05:21:16,1999,Web,1,0,FR
113,12,38,2025-03-30 15:22:38,273,Mobile,1,0,FR
114,12,20,2025-04-03 08:22:31,2704,Mobile,0,0,FR
115,12,24,2025-04-24 12:02:05,1824,Tablet,1,0,FR
116,12,73,2025-04-03 13:00:59,2188,TV,0,0,FR
117,12,64,2025-05-01 21:38:45,793,Mobile,0,0,FR
118,12,38,2025-05-21 01:00:33,1353,Web,1,0,FR
119,12,96,2025-06-27 11:15:14,1246,TV,0,0,FR
120,12,22,2025-06-24 16:33:38,414,Mobile,0,0,FR
121,12,1,2025-06-25 18:36:49,1678,Mobile,0,0,FR
122,12,11,2025-06-24 17:16:29,450,Mobile,1,0,FR
123,12,77,2025-07-23 20:52:57,1771,Mobile,0,0,FR
124,12,79,2025-08-09 08:51:11,1579,Mobile,1,0,FR
125,12,35,2025-08-11 03:40:52,588,Mobile,0,0,FR
126,12,10,2025-08-05 11:55:18,1125,Web,0,0,FR
127,12,114,2025-08-30 21:24:05,834,Tablet,0,0,FR
128,12,105,2025-08-29 07:59:07,1085,Web,0,0,FR
129,12,64,2025-08-15 17:48:38,1185,Web,0,0,FR
130,13,8,2024-09-30 22:44:54,1348,TV,0,0,FR
131,13,101,2024-09-30 14:04:17,1428,Mobile,1,0,FR
132,13,55,2024-09-30 16:21:38,1484,Mobile,1,0,FR
133,13,2,2024-10-31 17:10:36,1678,Tablet,0,0,FR
134,13,9,2024-10-18 12:08:27,503,Web,0,0,FR
135,13,110,2024-11-14 15:57:54,710,Mobile,1,0,FR
136,13,87,2024-11-12 18:25:13,1250,Tablet,1,0,FR
137,13,16,2024-12-26 05:31:47,1293,Mobile,1,0,FR
138,13,120,2024-12-01 04:29:19,1156,Web,0,0,FR
139,13,54,2025-01-10 10:08:56,592,TV,1,0,FR
140,13,32,2025-02-21 01:45:58,699,Mobile,0,0,FR
141,13,79,2025-02-22 15:12:25,1119,TV,0,0,FR
142,13,40,2025-02-01 13:47:16,897,Mobile,1,0,FR
143,13,62,2025-03-17 17:45:09,891,Mobile,0,0,FR
144,13,46,2025-03-05 03:38:40,1679,Mobile,0,0,FR
145,13,90,2025-03-07 08:28:56,1221,Mobile,0,0,FR
146,13,32,2025-03-26 06:30:56,824,Mobile,1,0,FR
147,13,20,2025-03-17 21:47:19,894,TV,1,0,FR
148,13,72,2025-03-13 10:14:00,1072,Tablet,0,0,FR
149,13,1,2025-03-09 23:47:10,2629,Tablet,0,0,FR
150,13,81,2025-04-06 17:40:34,1134,Web,1,0,FR
151,13,112,2025-04-08 01:59:12,688,Mobile,1,0,FR
152,13,31,2025-04-27 16:27:37,762,Web,0,0,FR
153,13,66,2025-04-06 22:14:54,925,Mobile,0,0,FR
154,13,108,2025-05-27 20:53:44,1564,TV,0,0,FR
155,13,20,2025-05-10 14:37:01,1383,Mobile,1,0,FR
156,13,17,2025-05-30 16:36:08,500,TV,0,0,FR
157,13,54,2025-06-07 11:04:30,206,Tablet,1,0,FR
158,13,98,2025-07-16 23:42:51,675,Web,0,0,FR
159,13,87,2025-07-18 17:56:51,1287,TV,0,0,FR
160,13,40,2025-07-09 20:10:59,574,TV,1,0,FR
161,13,42,2025-08-31 06:54:19,2607,Mobile,0,1,FR
162,13,96,2025-08-20 14:57:24,119,Web,0,0,FR
163,14,76,2025-03-30 21:14:01,227,TV,0,0,CH
164,14,99,2025-03-30 10:28:45,307,Mobile,0,1,CH
165,14,38,2025-03-29 11:08:24,2982,TV,0,0,CH
166,14,85,2025-04-26 15:27:01,1013,TV,0,0,CH
167,14,97,2025-04-11 01:07:38,561,TV,1,1,CH
168,14,116,2025-05-02 14:55:20,1570,Tablet,0,0,CH
169,14,108,2025-06-23 11:10:41,1301,Web,1,0,CH
170,14,46,2025-07-27 19:18:07,84,Mobile,0,0,CH
171,14,12,2025-07-23 14:31:46,692,Web,1,0,CH
172,14,48,2025-08-22 12:36:34,697,Web,1,0,CH
173,15,102,2025-05-10 10:27:54,951,Web,0,1,BE
174,15,70,2025-05-26 10:20:50,1506,Tablet,0,0,BE
175,15,93,2025-05-23 17:07:26,1428,Mobile,0,0,BE
176,15,1,2025-07-24 17:59:18,2368,Tablet,0,0,BE
177,15,41,2025-08-19 00:39:19,551,Mobile,1,0,BE
178,15,36,2025-08-21 05:27:50,529,Mobile,0,0,BE
179,16,71,2025-04-16 05:49:38,465,Mobile,0,0,FR
180,16,65,2025-05-01 15:40:54,336,TV,1,0,FR
181,16,78,2025-05-21 17:54:28,829,TV,1,0,FR
182,16,33,2025-05-03 18:29:41,1692,Mobile,1,0,FR
183,16,14,2025-05-13 17:24:52,3338,TV,0,0,FR
184,16,19,2025-06-25 06:29:20,220,Mobile,0,0,FR
185,16,6,2025-08-27 17:07:14,2697,Mobile,0,0,FR
186,16,120,2025-08-11 03:43:37,1110,Mobile,1,0,FR
187,17,117,2025-07-31 16:50:35,897,Mobile,0,0,CH
188,17,58,2025-07-30 21:26:46,1269,Mobile,0,0,CH
189,17,14,2025-07-08 20:01:13,1608,Mobile,0,0,CH
190,17,82,2025-08-17 06:12:51,1244,Mobile,0,0,CH
191,17,45,2025-08-22 09:03:04,1387,TV,1,0,CH
192,18,80,2025-01-20 11:09:59,492,Mobile,1,0,CH
193,18,3,2025-02-14 07:15:10,1635,Mobile,1,0,CH
194,18,20,2025-03-15 09:17:05,2150,Mobile,0,0,CH
195,18,56,2025-03-12 12:14:50,1300,TV,0,0,CH
196,18,79,2025-04-16 11:52:04,1422,TV,0,0,CH
197,18,27,2025-06-05 00:51:27,2338,Mobile,0,0,CH
198,18,68,2025-07-28 06:49:59,1433,Mobile,1,0,CH
199,18,99,2025-08-19 19:32:51,593,TV,0,0,CH
200,19,94,2025-03-25 05:41:20,82,TV,1,0,BE
201,19,87,2025-06-27 13:28:32,864,TV,1,0,BE
202,19,26,2025-06-05 06:40:16,1469,TV,1,0,BE
203,19,53,2025-07-10 18:38:18,1223,Mobile,0,0,BE
204,19,13,2025-07-08 21:27:31,700,Web,1,0,BE
205,19,89,2025-08-07 04:38:47,595,Mobile,1,0,BE
206,19,80,2025-08-30 23:52:34,1341,Mobile,0,0,BE
207,19,42,2025-08-16 12:00:46,3562,Mobile,0,0,BE
208,19,36,2025-08-16 08:03:39,346,TV,0,0,BE
209,21,37,2025-01-31 13:31:09,1450,Mobile,0,0,FR
210,21,86,2025-01-20 17:04:03,1308,Mobile,0,0,FR
211,21,7,2025-01-27 04:04:28,2033,Web,0,0,FR
212,21,29,2025-01-25 01:24:39,1162,Web,0,0,FR
213,21,118,2025-01-11 16:48:40,986,TV,0,0,FR
214,21,53,2025-02-21 10:56:51,1228,Mobile,0,0,FR
215,21,107,2025-03-03 03:15:16,3997,Web,0,0,FR
216,21,53,2025-03-11 05:11:11,633,Mobile,1,0,FR
217,21,34,2025-03-31 15:48:26,2010,Mobile,0,0,FR
218,21,15,2025-06-27 19:17:55,2299,Mobile,1,0,FR
219,21,92,2025-08-11 05:06:31,1920,Web,1,0,FR
220,22,21,2025-08-27 05:34:33,563,Web,0,0,FR
221,23,92,2025-01-14 20:16:23,658,Tablet,1,0,FR
222,23,37,2025-02-27 08:18:14,943,Mobile,1,0,FR
223,23,49,2025-04-09 22:22:58,2744,Web,0,0,FR
224,23,48,2025-05-15 19:05:45,370,Web,1,0,FR
225,23,36,2025-07-30 00:51:44,140,Mobile,0,0,FR
226,24,42,2025-08-19 06:46:01,1903,Mobile,1,0,BE
227,25,14,2025-07-30 12:02:42,2862,Web,1,0,BE
228,25,21,2025-08-12 11:48:07,614,TV,0,0,BE
229,26,7,2025-08-30 03:58:26,1286,Web,1,0,FR
230,26,5,2025-08-29 23:53:07,1334,Tablet,0,0,FR
231,27,95,2024-09-21 02:51:08,1069,Tablet,0,0,FR
232,27,88,2024-09-28 01:29:24,2871,Web,0,0,FR
233,27,118,2024-09-20 21:13:15,1858,Web,0,0,FR
234,27,95,2024-09-23 08:32:11,1278,TV,1,0,FR
235,27,85,2024-11-08 21:28:54,2122,Web,0,0,FR
236,27,54,2024-12-12 01:01:24,333,TV,0,0,FR
237,27,16,2024-12-20 07:02:38,1008,Mobile,1,0,FR
238,27,118,2024-12-04 06:49:56,2062,TV,1,0,FR
239,27,49,2024-12-17 20:00:13,1065,Web,0,0,FR
240,27,45,2025-01-10 20:14:54,1707,Mobile,0,0,FR
241,27,68,2025-01-07 14:55:15,386,Mobile,1,0,FR
242,28,81,2024-11-30 04:17:45,906,Mobile,1,0,FR
243,28,60,2024-11-27 19:50:19,954,Web,0,0,FR
244,28,94,2024-12-23 11:38:25,168,Mobile,0,0,FR
245,28,99,2025-01-24 21:27:31,1794,Mobile,0,1,FR
246,28,49,2025-01-11 22:37:15,1257,TV,0,0,FR
247,28,94,2025-02-14 06:50:53,1352,Web,0,0,FR
248,28,89,2025-06-15 06:30:14,2059,Mobile,1,0,FR
249,28,79,2025-07-05 00:58:18,1658,Mobile,0,0,FR
250,28,105,2025-07-17 04:03:05,846,Mobile,0,0,FR
251,29,42,2025-06-29 23:47:06,1067,Web,0,0,FR
252,29,114,2025-07-30 23:16:25,341,Web,0,0,FR
253,29,89,2025-07-18 22:58:32,1230,Mobile,0,0,FR
254,29,43,2025-07-16 00:00:14,554,Mobile,0,0,FR
255,29,41,2025-08-10 14:43:34,305,TV,1,0,FR
256,29,99,2025-08-04 21:08:28,1745,Web,0,1,FR
257,30,21,2025-07-17 02:32:21,404,Tablet,0,0,FR
258,30,80,2025-07-14 06:47:13,1960,Mobile,0,0,FR
259,30,44,2025-07-14 13:32:55,1078,Mobile,1,0,FR
260,31,15,2025-04-30 22:20:16,1561,Mobile,1,0,CH
261,31,7,2025-05-17 01:43:23,1598,Mobile,0,0,CH
262,31,119,2025-07-05 02:37:35,1820,Mobile,1,0,CH
263,31,41,2025-07-15 18:39:36,1036,Tablet,0,0,CH
264,31,104,2025-08-13 20:58:58,267,TV,0,0,CH
265,32,104,2024-12-22 21:21:55,396,TV,0,0,FR
266,32,65,2024-12-13 07:36:45,176,Mobile,0,0,FR
267,32,53,2025-02-15 19:58:42,308,Web,0,0,FR
268,32,99,2025-02-18 12:49:00,704,Tablet,1,0,FR
269,32,26,2025-02-02 15:09:36,1938,Mobile,0,0,FR
270,32,5,2025-02-20 14:20:09,1602,Mobile,0,0,FR
271,32,103,2025-04-16 22:52:12,1193,Mobile,1,0,FR
272,32,40,2025-08-08 02:45:26,531,Mobile,0,0,FR
273,33,81,2025-05-18 22:39:08,2257,TV,0,0,CH
274,33,30,2025-05-26 06:21:38,646,Mobile,0,0,CH
275,33,9,2025-08-06 10:13:14,1057,Web,0,0,CH
276,34,91,2025-03-29 23:04:06,1395,Web,0,0,FR
277,34,18,2025-03-18 16:11:25,544,Web,0,0,FR
278,34,88,2025-05-06 21:44:19,1245,Mobile,0,0,FR
279,34,43,2025-05-11 05:48:45,786,TV,1,0,FR
280,34,73,2025-05-08 18:36:20,567,TV,0,0,FR
281,34,88,2025-05-06 01:34:45,1497,Web,0,0,FR
282,35,33,2025-05-22 00:13:02,1938,TV,0,0,CH
283,35,34,2025-05-24 21:13:47,1092,Tablet,0,0,CH
284,35,42,2025-06-04 19:51:50,2177,Mobile,0,0,CH
285,35,77,2025-07-01 20:14:19,1280,Web,1,0,CH
286,35,43,2025-07-11 17:07:17,325,Mobile,0,0,CH
287,35,36,2025-07-04 00:38:50,616,TV,0,0,CH
288,35,14,2025-07-28 01:17:31,2032,Mobile,1,0,CH
289,35,79,2025-07-30 14:44:42,1429,Mobile,0,0,CH
290,35,28,2025-08-24 01:44:25,1602,Mobile,1,0,CH
291,35,105,2025-08-08 00:24:32,896,TV,0,0,CH
292,35,52,2025-08-15 08:23:32,662,Web,0,0,CH
293,35,58,2025-08-26 12:41:26,1426,Tablet,0,0,CH
294,36,96,2025-02-28 08:41:40,222,Mobile,0,0,FR
295,36,56,2025-05-16 20:45:26,1970,Tablet,0,0,FR
296,36,20,2025-05-14 15:08:25,1232,Mobile,1,0,FR
297,36,101,2025-05-03 09:17:48,584,Tablet,1,0,FR
298,36,27,2025-06-13 03:10:34,442,Tablet,1,0,FR
299,36,64,2025-07-13 00:06:36,1108,TV,0,0,FR
300,36,83,2025-07-12 14:15:25,623,Mobile,1,0,FR
301,36,65,2025-08-31 12:11:17,1013,Web,1,0,FR
302,37,119,2024-10-01 12:50:56,1406,Mobile,0,0,FR
303,37,3,2024-10-26 19:18:42,1767,TV,1,0,FR
304,37,26,2024-12-07 23:27:52,1369,Mobile,0,0,FR
305,37,23,2025-01-12 20:59:18,1937,Mobile,0,1,FR
306,37,39,2025-01-29 01:54:58,562,Web,1,0,FR
307,37,83,2025-03-16 23:28:25,2374,TV,0,0,FR
308,37,67,2025-04-29 06:28:07,1007,Mobile,0,0,FR
309,37,78,2025-04-02 20:03:34,595,Mobile,1,0,FR
310,37,62,2025-08-28 14:11:42,933,Mobile,0,0,FR
311,37,25,2025-08-02 08:07:09,286,Web,0,0,FR
312,38,45,2025-06-21 20:32:53,949,Mobile,1,1,CH
313,38,96,2025-07-05 07:30:51,1278,Mobile,0,0,CH
314,38,17,2025-08-21 02:54:51,2071,Mobile,0,0,CH
315,39,42,2025-02-20 08:10:14,947,Mobile,0,0,FR
316,39,110,2025-02-25 11:43:59,3027,Tablet,1,0,FR
317,39,102,2025-02-09 06:27:01,1926,TV,1,1,FR
318,39,111,2025-02-26 22:28:43,869,Mobile,0,0,FR
319,39,109,2025-03-20 02:07:59,1681,Web,0,0,FR
320,39,6,2025-03-21 16:38:05,1996,Mobile,0,0,FR
321,39,65,2025-04-11 15:53:46,888,TV,0,0,FR
322,39,56,2025-04-17 17:31:51,1179,TV,0,0,FR
323,39,68,2025-05-02 07:50:55,2318,Mobile,0,0,FR
324,39,7,2025-05-03 17:17:18,922,Mobile,0,0,FR
325,39,107,2025-05-02 19:22:42,638,Mobile,0,0,FR
326,40,45,2024-11-27 05:13:33,835,Mobile,0,0,BE
327,40,9,2024-11-28 10:21:49,490,TV,0,0,BE
328,40,15,2024-11-29 04:33:37,737,Mobile,0,0,BE
329,40,36,2024-12-07 20:26:00,2321,Web,1,0,BE
330,40,43,2025-01-12 11:49:26,774,Mobile,0,0,BE
331,40,65,2025-01-19 23:42:52,560,TV,0,0,BE
332,40,71,2025-02-14 14:56:08,526,TV,0,0,BE
333,40,113,2025-03-09 02:19:49,813,TV,1,0,BE
334,40,23,2025-04-03 19:58:01,2086,Tablet,0,0,BE
335,41,26,2025-08-21 12:50:38,2058,Web,0,0,FR
336,41,79,2025-08-09 04:09:38,620,Mobile,0,0,FR
337,41,34,2025-08-16 03:53:39,595,Tablet,1,0,FR
338,41,77,2025-08-09 19:48:16,1192,TV,0,0,FR
339,41,71,2025-08-03 10:03:03,777,TV,0,0,FR
340,41,48,2025-08-25 01:06:23,1721,Web,1,0,FR
341,42,100,2025-08-28 17:51:49,1919,Web,0,0,FR
342,43,37,2025-01-24 19:05:24,2558,Mobile,0,0,CH
343,43,19,2025-02-19 02:22:00,193,TV,1,0,CH
344,43,32,2025-02-09 23:16:44,220,Web,0,0,CH
345,43,109,2025-04-08 23:33:11,986,Tablet,1,0,CH
346,43,77,2025-05-07 14:47:33,2459,Mobile,0,0,CH
347,43,9,2025-05-26 23:59:44,1218,Mobile,1,0,CH
348,43,86,2025-06-22 13:05:04,481,Mobile,0,0,CH
349,43,43,2025-08-23 10:48:48,950,TV,1,0,CH
350,44,14,2024-09-30 08:21:48,2133,Mobile,0,0,BE
351,44,95,2024-10-19 00:28:24,508,Web,0,0,BE
352,44,28,2024-12-10 20:46:40,2770,Tablet,0,0,BE
353,44,32,2024-12-28 10:34:20,514,TV,0,0,BE
354,44,10,2025-04-07 02:11:13,60,TV,0,0,BE
355,44,72,2025-05-13 00:19:35,1316,TV,0,0,BE
356,44,91,2025-05-05 11:02:29,854,Tablet,1,0,BE
357,45,76,2024-12-22 23:25:02,1212,TV,0,0,CH
358,45,57,2025-01-10 17:19:27,507,Mobile,1,0,CH
359,45,71,2025-01-15 14:53:06,1036,Mobile,1,0,CH
360,45,106,2025-02-18 10:08:02,933,Mobile,0,0,CH
361,45,55,2025-02-22 13:44:36,1246,Mobile,0,0,CH
362,45,22,2025-02-19 13:44:45,1138,TV,0,0,CH
363,45,47,2025-03-03 17:37:01,544,TV,1,0,CH
364,45,6,2025-03-28 20:55:50,1028,Mobile,1,0,CH
365,45,7,2025-03-24 14:53:10,1172,Web,0,0,CH
366,45,11,2025-03-07 09:13:42,850,Mobile,0,0,CH
367,45,63,2025-05-15 19:10:47,1102,Web,1,0,CH
368,45,30,2025-05-29 16:28:42,620,Mobile,0,0,CH
369,45,45,2025-07-21 05:15:23,779,TV,1,1,CH
370,45,25,2025-07-02 03:56:36,936,TV,0,0,CH
371,46,45,2024-09-30 06:03:00,1520,Mobile,0,1,FR
372,46,107,2024-09-28 23:34:43,1868,TV,0,0,FR
373,46,98,2025-01-16 10:32:18,354,Mobile,0,0,FR
374,46,102,2025-01-12 05:49:21,1137,TV,0,1,FR
375,46,18,2025-04-07 20:50:29,880,TV,0,0,FR
376,46,104,2025-05-29 21:04:45,1307,Mobile,0,0,FR
377,46,102,2025-07-30 02:20:37,354,TV,1,0,FR
378,46,13,2025-07-16 16:56:30,473,Web,0,0,FR
379,46,77,2025-08-11 15:33:24,2825,Mobile,1,0,FR
380,47,10,2025-04-28 16:04:22,606,Web,1,0,CH
381,47,52,2025-05-12 20:15:00,701,Mobile,0,0,CH
382,47,28,2025-07-20 22:59:09,977,TV,0,1,CH
383,47,93,2025-08-20 23:24:32,456,Mobile,1,0,CH
384,47,34,2025-08-13 11:32:11,1197,Mobile,0,0,CH
385,48,115,2025-07-23 05:17:40,3089,TV,0,0,CH
386,49,93,2025-01-05 10:08:45,818,Mobile,0,0,FR
387,49,60,2025-04-22 04:29:14,2338,Web,0,0,FR
388,49,66,2025-04-05 11:47:41,472,Mobile,1,0,FR
389,49,22,2025-05-19 18:43:21,993,Mobile,1,0,FR
390,50,45,2024-10-27 07:01:07,966,Web,0,0,FR
391,50,79,2025-02-16 07:57:22,916,TV,0,0,FR
392,50,118,2025-02-17 21:58:12,1066,Web,0,0,FR
393,50,8,2025-03-20 11:29:16,1676,Mobile,0,1,FR
394,51,76,2025-01-27 19:49:06,287,Mobile,0,0,FR
395,51,83,2025-02-14 17:56:17,672,Web,0,0,FR
396,51,34,2025-03-10 17:35:19,1012,Web,1,0,FR
397,51,80,2025-03-07 13:21:11,3005,Web,0,0,FR
398,51,21,2025-03-05 13:50:29,902,Mobile,0,0,FR
399,51,119,2025-03-24 22:33:46,1110,Web,1,0,FR
400,51,78,2025-03-20 06:42:52,1177,Tablet,0,0,FR
401,51,94,2025-05-05 06:33:56,1676,TV,0,0,FR
402,51,31,2025-06-09 04:15:30,3347,Mobile,0,0,FR
403,51,105,2025-06-18 00:41:48,927,Mobile,0,0,FR
404,51,65,2025-06-28 06:09:06,652,TV,0,0,FR
405,52,114,2025-04-16 22:45:54,115,TV,1,0,FR
406,52,36,2025-04-30 22:15:01,1498,Mobile,0,0,FR
407,52,31,2025-06-12 07:43:54,318,Tablet,0,0,FR
408,52,50,2025-06-18 11:09:53,1732,TV,0,0,FR
409,52,48,2025-06-13 22:16:52,950,TV,0,0,FR
410,53,37,2025-05-26 21:48:53,920,Mobile,0,0,BE
411,53,77,2025-05-28 21:36:03,2346,Web,0,0,BE
412,53,101,2025-05-30 08:45:56,1021,Web,0,0,BE
413,53,96,2025-07-18 19:57:20,155,Mobile,0,0,BE
414,53,27,2025-07-24 22:12:08,1938,Web,0,0,BE
415,54,88,2025-07-15 08:20:10,482,Web,1,0,CH
416,54,68,2025-07-11 01:09:17,2282,Mobile,1,0,CH
417,54,54,2025-08-07 16:52:23,82,TV,1,0,CH
418,55,99,2024-09-21 08:06:47,1397,Mobile,1,0,CH
419,55,2,2024-09-16 04:17:55,580,Mobile,1,0,CH
420,55,19,2024-10-18 19:38:28,99,Mobile,1,0,CH
421,55,20,2024-10-04 17:09:53,1064,Mobile,1,0,CH
422,55,37,2024-11-12 05:35:42,166,Mobile,1,0,CH
423,55,79,2024-11-02 23:55:33,317,Mobile,1,0,CH
424,55,113,2024-11-14 18:32:07,972,TV,0,0,CH
425,56,51,2025-03-09 06:55:09,1441,Mobile,0,0,FR
426,56,31,2025-04-15 10:28:33,958,TV,1,0,FR
427,57,29,2024-10-31 16:08:15,1108,Mobile,1,0,FR
